Month,Division,Account,Shipped_Sales,Shipped_COGS,Margin_Dollars,Units,Transactions,Margin_Pct
4,Division A - Core/Licensed,Specialty Retailer A,1533214.65,1093725.35,439489.3,312117,112,28.66
4,Division A - Core/Licensed,Off-Price Retailer A,22898.84,24248.9,-1350.06,7820,37,-5.9
4,Division A - Core/Licensed,E-Commerce A,123728.53,84144.14,39584.39,26324,7,31.99
4,Division A - Core/Licensed,Retailer 022,375204.78,246259.89,128944.89,58566,17,34.37
4,Division A - Core/Licensed,National Retailer B,1343902.63,1010213.74,333688.89,307032,42,24.83
4,Division A - Core/Licensed,Department Store D,112871.59,82421.01,30450.58,29508,10,26.98
4,Division A - Core/Licensed,Retailer 034,20595.54,10904.8,9690.74,2258,2,47.05
4,Division A - Core/Licensed,National Retailer A,1269055.76,1093809.54,175246.22,365966,82,13.81
4,Division A - Core/Licensed,Specialty Retailer C,2566.32,1620.54,945.78,200,2,36.85
4,Division C - Global Brands,Retailer 046,70924.14,40772.55,30151.59,9830,9,42.51
4,Division C - Global Brands,Retailer 054,12041.1,6673.3,5367.8,1446,61,44.58
4,Division C - Global Brands,Retailer 033,33381.77,19240.4,14141.37,3996,34,42.36
4,Division C - Global Brands,Retailer 026,137266.43,94953.64,42312.79,24423,32,30.83
4,Division C - Global Brands,Department Store C,530550.36,338099.42,192450.94,76394,43,36.27
4,Division C - Global Brands,Retailer 029,461672.26,324671.67,137000.59,50352,2,29.67
4,Division C - Global Brands,Retailer 044,7739.28,4373.77,3365.51,1030,12,43.49
4,Division C - Global Brands,Specialty Retailer B,134156.65,100496.45,33660.2,25960,3,25.09
4,Division C - Global Brands,Brand Direct A,1020358.11,765913.89,254444.22,164639,411,24.94
4,Division C - Global Brands,Retailer 030,278585.33,162188.9,116396.43,37965,11,41.78
4,Division C - Global Brands,Retailer 061,10397.24,6027.25,4369.99,1353,2,42.03
4,Division C - Global Brands,Retailer 043,59591.4,86056.17,-26464.77,13385,32,-44.41
4,Division C - Global Brands,Department Store A,7497.04,4187.41,3309.63,875,5,44.15
4,Division C - Global Brands,Department Store B,249612.07,145534.61,104077.46,33488,65,41.7
4,Division C - Global Brands,Retailer 072,3977.76,1812.49,2165.27,216,6,54.43
4,Division C - Global Brands,Brand Direct B,86016.72,37574.57,48442.15,5899,6,56.32
4,Division C - Global Brands,Retailer 051,2426.68,2047.17,379.51,256,4,15.64
4,Division C - Global Brands,Warehouse Club A,4548107.87,2524494.26,2023613.61,431504,13,44.49
4,Division C - Global Brands,Retailer 048,53429.06,40960.31,12468.75,8208,34,23.34
4,Division C - Global Brands,Retailer 032,8912.92,4871.87,4041.05,608,6,45.34
4,Division C - Global Brands,Department Store D,1249972.4,913931.86,336040.54,278625,46,26.88
4,Division C - Global Brands,Retailer 047,1391.33,375.91,1015.42,148,11,72.98
4,Division C - Global Brands,Specialty Retailer C,109346.34,64773.31,44573.03,12790,457,40.76
4,Division D - Core/Licensed,Retailer 028,23902.25,14211.59,9690.66,4381,2,40.54
4,Division D - Core/Licensed,Retailer 033,3181.96,2188.67,993.29,568,1,31.22
4,Division D - Core/Licensed,Retailer 026,31248.66,42999.41,-11750.75,6547,7,-37.6
4,Division D - Core/Licensed,Department Store C,159634.39,89372.14,70262.25,23075,16,44.01
4,Division D - Core/Licensed,Off-Price Retailer B,604501.44,451325.28,153176.16,158802,24,25.34
4,Division D - Core/Licensed,Retailer 067,934.67,534.1,400.57,186,1,42.86
4,Division D - Core/Licensed,Retailer 036,12241.39,7115.23,5126.16,2174,7,41.88
4,Division D - Core/Licensed,Specialty Retailer B,12460.98,10950.67,1510.31,3442,3,12.12
4,Division D - Core/Licensed,Off-Price Retailer C,174676.81,111948.95,62727.86,13995,13,35.91
4,Division D - Core/Licensed,Retailer 040,19256.28,14772.86,4483.42,3324,4,23.28
4,Division D - Core/Licensed,Specialty Retailer D,128908.77,75502.62,53406.15,12579,5,41.43
4,Division D - Core/Licensed,Retailer 059,24349.56,17704.68,6644.88,4458,8,27.29
4,Division D - Core/Licensed,Retailer 049,12239.96,15290.8,-3050.84,4082,16,-24.93
4,Division D - Core/Licensed,Value Retailer B,357059.22,235011.21,122048.01,36735,13,34.18
4,Division D - Core/Licensed,Value Retailer A,11582.37,8024.93,3557.44,2500,1,30.71
4,Division D - Core/Licensed,Department Store A,472595.18,344789.33,127805.85,92835,33,27.04
4,Division D - Core/Licensed,Department Store B,519903.05,355367.1,164535.95,97504,99,31.65
4,Division D - Core/Licensed,Retailer 024,193974.87,135379.13,58595.74,41402,19,30.21
4,Division D - Core/Licensed,Retailer 025,160038.79,106651.01,53387.78,28147,7,33.36
4,Division D - Core/Licensed,Brand Direct B,249662.06,153449.13,96212.93,39051,10,38.54
4,Division D - Core/Licensed,Specialty Retailer A,261968.6,177515.79,84452.81,41973,28,32.24
4,Division D - Core/Licensed,Off-Price Retailer A,939803.04,710003.43,229799.61,194187,53,24.45
4,Division D - Core/Licensed,E-Commerce A,97178.54,60678.83,36499.71,16789,8,37.56
4,Division D - Core/Licensed,National Retailer B,2795148.59,1777677.1,1017471.49,568544,114,36.4
4,Division D - Core/Licensed,Retailer 053,71636.52,47257.67,24378.85,11294,16,34.03
4,Division D - Core/Licensed,Department Store E,161263.46,122501.06,38762.4,15702,7,24.04
4,Division D - Core/Licensed,Retailer 034,52322.96,35722.31,16600.65,2718,1,31.73
4,Division D - Core/Licensed,Retailer 069,678.49,445.75,232.74,80,7,34.3
4,Division D - Core/Licensed,National Retailer A,3458705.37,2568369.1,890336.27,765270,67,25.74
4,Division E - Lifestyle,Department Store C,61781.4,32854.39,28927.01,12463,13,46.82
4,Division E - Lifestyle,Off-Price Retailer B,116046.51,88408.64,27637.87,40115,2,23.82
4,Division E - Lifestyle,Retailer 067,666.97,455.77,211.2,139,1,31.67
4,Division E - Lifestyle,Specialty Retailer B,60841.57,53341.76,7499.81,24067,27,12.33
4,Division E - Lifestyle,Off-Price Retailer C,42142.19,28978.44,13163.75,5325,4,31.24
4,Division E - Lifestyle,Specialty Retailer D,56561.45,43433.36,13128.09,7577,10,23.21
4,Division E - Lifestyle,Retailer 059,13557.95,8571.3,4986.65,3391,8,36.78
4,Division E - Lifestyle,Value Retailer A,31522.05,21579.86,9942.19,8201,10,31.54
4,Division E - Lifestyle,Department Store A,911652.51,750942.02,160710.49,239060,147,17.63
4,Division E - Lifestyle,Department Store B,306652.31,227404.52,79247.79,56216,123,25.84
4,Division E - Lifestyle,Brand Direct B,42624.17,28285.03,14339.14,10180,2,33.64
4,Division E - Lifestyle,Retailer 076,841.51,592.92,248.59,208,4,29.54
4,Division E - Lifestyle,Specialty Retailer A,264356.34,188772.45,75583.89,52953,50,28.59
4,Division E - Lifestyle,Off-Price Retailer A,68668.37,65729.21,2939.16,23987,32,4.28
4,Division E - Lifestyle,National Retailer B,675505.54,539476.79,136028.75,158717,32,20.14
4,Division E - Lifestyle,Retailer 053,10342.29,6915.2,3427.09,2480,4,33.14
4,Division E - Lifestyle,National Retailer A,118146.86,92735.91,25410.95,36698,1,21.51
4,Division F - Specialty,Retailer 037,62952.7,32093.5,30859.2,4686,4,49.02
4,Division F - Specialty,Retailer 066,8363.37,5061.61,3301.76,450,3,39.48
4,Division F - Specialty,Retailer 026,18616.74,17399.17,1217.57,1997,3,6.54
4,Division F - Specialty,Retailer 062,3407.68,4026.74,-619.06,406,3,-18.17
4,Division F - Specialty,Retailer 031,71283.56,54393.29,16890.27,8013,21,23.69
4,Division F - Specialty,Retailer 060,1600.0,1117.63,482.37,120,2,30.15
4,Division F - Specialty,Retailer 042,56038.32,34010.55,22027.77,2664,9,39.31
4,Division F - Specialty,Department Store B,99346.34,67835.37,31510.97,7393,12,31.72
4,Division F - Specialty,Retailer 027,77833.06,53041.4,24791.66,4814,3,31.85
4,Division F - Specialty,Retailer 032,40245.72,26138.02,14107.7,4496,4,35.05
4,Division F - Specialty,Retailer 034,65916.49,38168.96,27747.53,5332,3,42.09
4,Division F - Specialty,Specialty Retailer C,22332.05,13042.66,9289.39,1742,80,41.6
4,Division G - Sports,Department Store D,26442.03,39518.16,-13076.13,5388,170,-49.45
4,Division G - Sports,Retailer 047,45.82,26.96,18.86,4,4,41.16
4,Division H - Marketplace,Retailer 054,20.77,7.33,13.44,1,1,64.71
4,Division I - Digital,Retailer 021,170404.96,53649.7,116755.26,3875,801,68.52
5,Division A - Core/Licensed,Retailer 033,24037.98,16831.93,7206.05,6105,10,29.98
5,Division A - Core/Licensed,Retailer 026,80495.89,63898.78,16597.11,23226,20,20.62
5,Division A - Core/Licensed,Department Store C,290485.17,170154.91,120330.26,52377,24,41.42
5,Division A - Core/Licensed,Off-Price Retailer B,226325.15,173408.73,52916.42,62345,8,23.38
5,Division A - Core/Licensed,Retailer 036,29644.67,21738.71,7905.96,7375,17,26.67
5,Division A - Core/Licensed,Specialty Retailer B,585338.14,480787.52,104550.62,187273,69,17.86
5,Division A - Core/Licensed,Retailer 035,45659.69,26613.08,19046.61,9272,1,41.71
5,Division A - Core/Licensed,Off-Price Retailer C,269564.01,182921.3,86642.71,17710,17,32.14
5,Division A - Core/Licensed,Retailer 065,48769.87,27684.91,21084.96,6566,3,43.23
5,Division A - Core/Licensed,Value Retailer B,226023.65,148410.4,77613.25,28267,13,34.34
5,Division A - Core/Licensed,Value Retailer A,301313.49,204279.99,97033.5,52343,16,32.2
5,Division A - Core/Licensed,Department Store A,1161640.0,860360.64,301279.36,238116,61,25.94
5,Division A - Core/Licensed,Department Store B,136354.97,98525.91,37829.06,33449,96,27.74
5,Division A - Core/Licensed,Retailer 024,42015.73,27105.98,14909.75,9899,3,35.49
5,Division A - Core/Licensed,Brand Direct B,220304.92,134663.86,85641.06,38696,6,38.87
5,Division A - Core/Licensed,Retailer 050,124095.16,73394.13,50701.03,14458,16,40.86
5,Division A - Core/Licensed,Specialty Retailer A,1422866.16,1017896.77,404969.39,267957,130,28.46
5,Division A - Core/Licensed,Off-Price Retailer A,65848.72,51917.69,13931.03,18026,6,21.16
5,Division A - Core/Licensed,E-Commerce A,17313.33,13183.96,4129.37,3914,3,23.85
5,Division A - Core/Licensed,Retailer 022,397020.76,267069.32,129951.44,64315,12,32.73
5,Division A - Core/Licensed,National Retailer B,1382216.21,1077055.8,305160.41,390619,59,22.08
5,Division A - Core/Licensed,Department Store D,154946.34,114210.61,40735.73,43237,14,26.29
5,Division A - Core/Licensed,Retailer 034,20357.75,10821.41,9536.34,2119,2,46.84
5,Division A - Core/Licensed,National Retailer A,2344393.29,1970463.82,373929.47,569725,87,15.95
5,Division A - Core/Licensed,Specialty Retailer C,4381.07,2862.76,1518.31,618,13,34.66
5,Division C - Global Brands,Retailer 046,17619.0,10035.58,7583.42,2541,4,43.04
5,Division C - Global Brands,Retailer 023,410246.51,374077.15,36169.36,114481,27,8.82
5,Division C - Global Brands,Retailer 054,10650.75,5921.57,4729.18,1247,36,44.4
5,Division C - Global Brands,Retailer 033,197522.93,114335.23,83187.7,25314,100,42.12
5,Division C - Global Brands,Retailer 026,144528.82,94730.26,49798.56,31275,37,34.46
5,Division C - Global Brands,Department Store C,283965.04,167875.32,116089.72,44000,23,40.88
5,Division C - Global Brands,Retailer 044,23557.65,13278.63,10279.02,2971,18,43.63
5,Division C - Global Brands,Retailer 062,3443.35,3474.65,-31.3,303,2,-0.91
5,Division C - Global Brands,Specialty Retailer B,174885.08,120186.56,54698.52,29179,16,31.28
5,Division C - Global Brands,Brand Direct A,779100.02,583294.09,195805.93,125935,452,25.13
5,Division C - Global Brands,Retailer 030,43193.27,23666.96,19526.31,5761,9,45.21
5,Division C - Global Brands,Retailer 045,75529.87,43514.29,32015.58,10508,2,42.39
5,Division C - Global Brands,Retailer 043,116527.61,163911.72,-47384.11,28453,56,-40.66
5,Division C - Global Brands,Department Store A,367730.62,210717.74,157012.88,46429,24,42.7
5,Division C - Global Brands,Department Store B,240205.34,146384.28,93821.06,22629,62,39.06
5,Division C - Global Brands,Retailer 072,5774.21,2726.0,3048.21,259,8,52.79
5,Division C - Global Brands,Brand Direct B,208397.07,113987.99,94409.08,13735,12,45.3
5,Division C - Global Brands,Retailer 027,6544.16,3944.52,2599.64,732,1,39.72
5,Division C - Global Brands,Retailer 051,1862.83,1927.21,-64.38,179,2,-3.46
5,Division C - Global Brands,Off-Price Retailer A,905814.97,675105.03,230709.94,174371,41,25.47
5,Division C - Global Brands,Warehouse Club A,2233252.24,1384516.86,848735.38,248488,21,38.0
5,Division C - Global Brands,Retailer 048,6157.97,6177.28,-19.31,757,5,-0.31
5,Division C - Global Brands,Retailer 032,9884.53,5032.14,4852.39,662,7,49.09
5,Division C - Global Brands,Department Store D,28961.05,26365.34,2595.71,3259,10,8.96
5,Division C - Global Brands,Specialty Retailer C,99642.34,59904.11,39738.23,8779,363,39.88
5,Division D - Core/Licensed,Retailer 028,34315.09,21684.65,12630.44,6272,1,36.81
5,Division D - Core/Licensed,Retailer 033,29622.94,19420.5,10202.44,4801,10,34.44
5,Division D - Core/Licensed,Retailer 026,46828.91,31134.47,15694.44,11013,9,33.51
5,Division D - Core/Licensed,Department Store C,269819.13,160692.67,109126.46,41659,29,40.44
5,Division D - Core/Licensed,Off-Price Retailer B,375000.98,276642.97,98358.01,103980,17,26.23
5,Division D - Core/Licensed,Retailer 067,642.28,311.0,331.28,146,1,51.58
5,Division D - Core/Licensed,Retailer 036,16616.83,9451.88,7164.95,3020,4,43.12
5,Division D - Core/Licensed,Specialty Retailer B,25694.01,23897.82,1796.19,5409,6,6.99
5,Division D - Core/Licensed,Off-Price Retailer C,49732.47,32405.81,17326.66,4321,9,34.84
5,Division D - Core/Licensed,Retailer 040,15053.15,8134.22,6918.93,2550,1,45.96
5,Division D - Core/Licensed,Specialty Retailer D,211531.97,128814.89,82717.08,24188,10,39.1
5,Division D - Core/Licensed,Retailer 059,25354.02,18491.03,6862.99,5237,8,27.07
5,Division D - Core/Licensed,Value Retailer B,48028.33,27392.47,20635.86,6316,4,42.97
5,Division D - Core/Licensed,Value Retailer A,494394.21,329703.83,164690.38,70969,34,33.31
5,Division D - Core/Licensed,Department Store A,120606.9,90701.06,29905.84,29131,9,24.8
5,Division D - Core/Licensed,Retailer 052,30612.29,9667.04,20945.25,1853,4,68.42
5,Division D - Core/Licensed,Department Store B,654484.06,471371.08,183112.98,152012,133,27.98
5,Division D - Core/Licensed,Retailer 024,236941.85,157182.52,79759.33,41029,17,33.66
5,Division D - Core/Licensed,Retailer 025,262417.63,160669.45,101748.18,48022,14,38.77
5,Division D - Core/Licensed,Specialty Retailer A,35608.48,25107.21,10501.27,5057,5,29.49
5,Division D - Core/Licensed,Off-Price Retailer A,1450784.55,1117097.87,333686.68,295863,99,23.0
5,Division D - Core/Licensed,E-Commerce A,363184.39,243781.59,119402.8,54615,17,32.88
5,Division D - Core/Licensed,National Retailer B,2905555.6,1875839.32,1029716.28,625086,52,35.44
5,Division D - Core/Licensed,Retailer 053,61265.25,34042.0,27223.25,10827,16,44.44
5,Division D - Core/Licensed,Department Store E,356031.17,264788.18,91242.99,30975,12,25.63
5,Division D - Core/Licensed,Retailer 069,498.94,301.22,197.72,59,6,39.63
5,Division D - Core/Licensed,National Retailer A,2254752.29,1664463.23,590289.06,497039,16,26.18
5,Division D - Core/Licensed,Retailer 047,16.5,13.08,3.42,4,1,20.73
5,Division D - Core/Licensed,Specialty Retailer C,1052.74,825.74,227.0,158,21,21.56
5,Division E - Lifestyle,Department Store C,108300.12,61990.92,46309.2,17020,14,42.76
5,Division E - Lifestyle,Off-Price Retailer C,54269.67,39346.43,14923.24,7157,5,27.5
5,Division E - Lifestyle,Specialty Retailer D,9177.53,5218.08,3959.45,1285,1,43.14
5,Division E - Lifestyle,Value Retailer B,14585.98,7652.03,6933.95,2310,1,47.54
5,Division E - Lifestyle,Value Retailer A,198995.73,132632.78,66362.95,40580,29,33.35
5,Division E - Lifestyle,Department Store A,678493.03,542440.61,136052.42,160615,83,20.05
5,Division E - Lifestyle,Department Store B,155946.7,124215.91,31730.79,22845,92,20.35
5,Division E - Lifestyle,Brand Direct B,84227.82,60837.84,23389.98,24185,5,27.77
5,Division E - Lifestyle,Specialty Retailer A,155036.8,114963.76,40073.04,28235,16,25.85
5,Division E - Lifestyle,Off-Price Retailer A,113417.68,107607.15,5810.53,84349,68,5.12
5,Division E - Lifestyle,National Retailer B,719031.03,572020.2,147010.83,190492,40,20.45
5,Division E - Lifestyle,National Retailer A,285286.68,217177.09,68109.59,87746,12,23.87
5,Division E - Lifestyle,Specialty Retailer C,1379.85,905.25,474.6,182,2,34.4
5,Division F - Specialty,Retailer 037,144524.57,81226.59,63297.98,12105,10,43.8
5,Division F - Specialty,Retailer 066,3011.77,2009.96,1001.81,186,1,33.26
5,Division F - Specialty,Retailer 026,22709.09,16916.48,5792.61,3835,21,25.51
5,Division F - Specialty,Retailer 071,3784.35,2555.76,1228.59,223,2,32.47
5,Division F - Specialty,Retailer 062,20783.71,15476.92,5306.79,2368,19,25.53
5,Division F - Specialty,Retailer 031,51708.09,37701.26,14006.83,5473,17,27.09
5,Division F - Specialty,Retailer 060,5802.07,4665.66,1136.41,449,4,19.59
5,Division F - Specialty,Retailer 042,84633.54,50175.45,34458.09,4296,12,40.71
5,Division F - Specialty,Department Store B,94143.0,64745.75,29397.25,7138,19,31.23
5,Division F - Specialty,Retailer 027,113019.18,68736.05,44283.13,10469,5,39.18
5,Division F - Specialty,Retailer 064,29539.67,17209.84,12329.83,1708,11,41.74
5,Division F - Specialty,Retailer 032,39428.91,21381.11,18047.8,3499,4,45.77
5,Division F - Specialty,Retailer 034,72230.54,42054.38,30176.16,6406,7,41.78
5,Division F - Specialty,Specialty Retailer C,26571.22,14556.76,12014.46,1525,155,45.22
5,Division G - Sports,Specialty Retailer C,707.61,361.72,345.89,50,4,48.88
5,Division I - Digital,Retailer 021,218066.54,71296.23,146770.31,6059,932,67.31
6,Division A - Core/Licensed,Retailer 028,2465.39,1291.66,1173.73,433,1,47.61
6,Division A - Core/Licensed,Retailer 033,13047.41,9080.37,3967.04,2883,5,30.4
6,Division A - Core/Licensed,Retailer 026,56329.53,45045.51,11284.02,16308,15,20.03
6,Division A - Core/Licensed,Department Store C,95107.65,66643.59,28464.06,14091,17,29.93
6,Division A - Core/Licensed,Off-Price Retailer B,758384.02,586028.93,172355.09,177103,16,22.73
6,Division A - Core/Licensed,Specialty Retailer B,356926.43,294684.18,62242.25,101947,36,17.44
6,Division A - Core/Licensed,Retailer 035,450029.56,297140.53,152889.03,43081,4,33.97
6,Division A - Core/Licensed,Off-Price Retailer C,309860.82,210468.55,99392.27,21967,19,32.08
6,Division A - Core/Licensed,Specialty Retailer D,103271.03,68664.4,34606.63,18266,10,33.51
6,Division A - Core/Licensed,Retailer 038,165013.17,93282.61,71730.56,28412,10,43.47
6,Division A - Core/Licensed,Value Retailer B,106441.83,71572.02,34869.81,14418,15,32.76
6,Division A - Core/Licensed,Value Retailer A,200393.03,132596.6,67796.43,45071,19,33.83
6,Division A - Core/Licensed,Department Store A,2162170.51,1584678.75,577491.76,421104,108,26.71
6,Division A - Core/Licensed,Department Store B,127800.31,95686.0,32114.31,31045,105,25.13
6,Division A - Core/Licensed,Retailer 024,69363.98,43631.07,25732.91,15316,6,37.1
6,Division A - Core/Licensed,Brand Direct B,102181.81,58096.74,44085.07,16863,4,43.14
6,Division A - Core/Licensed,Retailer 050,16456.94,13188.5,3268.44,2055,3,19.86
6,Division A - Core/Licensed,Specialty Retailer A,3053502.63,2210965.93,842536.7,584923,137,27.59
6,Division A - Core/Licensed,Off-Price Retailer A,107556.86,84787.98,22768.88,28041,21,21.17
6,Division A - Core/Licensed,E-Commerce A,7538.08,4409.78,3128.3,1782,1,41.5
6,Division A - Core/Licensed,Retailer 022,293203.75,201328.15,91875.6,40899,11,31.34
6,Division A - Core/Licensed,National Retailer B,1495057.19,1181535.71,313521.48,370507,56,20.97
6,Division A - Core/Licensed,Retailer 034,39001.28,19188.98,19812.3,4011,3,50.8
6,Division A - Core/Licensed,National Retailer A,2330443.12,1923461.71,406981.41,586419,89,17.46
6,Division A - Core/Licensed,Specialty Retailer C,0.07,41.51,-41.44,7,7,-59200.0
6,Division B - Other,Retailer 052,197192.81,152932.38,44260.43,8232,2,22.45
6,Division C - Global Brands,Retailer 023,283300.38,234959.55,48340.83,66199,17,17.06
6,Division C - Global Brands,Retailer 054,22965.41,12982.65,9982.76,2964,59,43.47
6,Division C - Global Brands,Retailer 033,4403.5,2582.13,1821.37,536,15,41.36
6,Division C - Global Brands,Retailer 026,167617.66,116940.38,50677.28,31492,22,30.23
6,Division C - Global Brands,Department Store C,537275.26,304612.98,232662.28,94092,31,43.3
6,Division C - Global Brands,Retailer 044,14086.39,7903.85,6182.54,1837,12,43.89
6,Division C - Global Brands,Brand Direct A,1026130.69,769503.24,256627.45,191070,739,25.01
6,Division C - Global Brands,Retailer 030,7293.88,3672.82,3621.06,891,2,49.65
6,Division C - Global Brands,Retailer 045,81620.72,44753.13,36867.59,10014,2,45.17
6,Division C - Global Brands,Retailer 043,70701.12,95902.72,-25201.6,17867,82,-35.65
6,Division C - Global Brands,Department Store A,144211.06,80286.08,63924.98,18250,21,44.33
6,Division C - Global Brands,Department Store B,327706.32,188418.91,139287.41,35916,75,42.5
6,Division C - Global Brands,Retailer 027,223877.7,132269.75,91607.95,26070,19,40.92
6,Division C - Global Brands,Retailer 051,16683.8,9715.83,6967.97,1909,11,41.76
6,Division C - Global Brands,Off-Price Retailer A,22861.7,16978.69,5883.01,5318,3,25.73
6,Division C - Global Brands,Warehouse Club A,5536584.27,3831664.02,1704920.25,471364,10,30.79
6,Division C - Global Brands,Retailer 048,197934.11,170198.29,27735.82,30722,29,14.01
6,Division C - Global Brands,Retailer 058,92863.44,53222.18,39641.26,11145,8,42.69
6,Division C - Global Brands,Department Store D,1558998.31,1158553.63,400444.68,317551,79,25.69
6,Division C - Global Brands,Retailer 034,12848.31,7487.97,5360.34,1612,2,41.72
6,Division C - Global Brands,Specialty Retailer C,40112.02,37046.35,3065.67,5448,284,7.64
6,Division D - Core/Licensed,Retailer 028,342777.63,234239.58,108538.05,40556,7,31.66
6,Division D - Core/Licensed,Retailer 026,92734.28,62908.44,29825.84,21155,16,32.16
6,Division D - Core/Licensed,Department Store C,156749.68,92047.61,64702.07,24647,13,41.28
6,Division D - Core/Licensed,Off-Price Retailer B,1520557.68,1140657.46,379900.22,301820,25,24.98
6,Division D - Core/Licensed,Retailer 036,20226.63,12355.96,7870.67,3809,8,38.91
6,Division D - Core/Licensed,Specialty Retailer B,108932.09,88316.99,20615.1,27197,13,18.92
6,Division D - Core/Licensed,Off-Price Retailer C,401475.49,275856.84,125618.65,24077,25,31.29
6,Division D - Core/Licensed,Retailer 040,22999.76,15973.4,7026.36,3715,4,30.55
6,Division D - Core/Licensed,Specialty Retailer D,328674.61,200420.04,128254.57,38878,13,39.02
6,Division D - Core/Licensed,Retailer 049,6707.39,8543.94,-1836.55,620,1,-27.38
6,Division D - Core/Licensed,Value Retailer B,204116.51,135806.7,68309.81,30618,19,33.47
6,Division D - Core/Licensed,Value Retailer A,172404.78,121451.98,50952.8,22422,14,29.55
6,Division D - Core/Licensed,Retailer 039,145508.9,115182.12,30326.78,13941,20,20.84
6,Division D - Core/Licensed,Department Store A,1000197.65,682237.69,317959.96,212078,40,31.79
6,Division D - Core/Licensed,Department Store B,833396.54,558288.03,275108.51,157001,150,33.01
6,Division D - Core/Licensed,Retailer 024,203654.88,154752.17,48902.71,35274,13,24.01
6,Division D - Core/Licensed,Retailer 025,144395.57,79740.8,64654.77,24425,4,44.78
6,Division D - Core/Licensed,Specialty Retailer A,8745.36,6334.41,2410.95,1708,3,27.57
6,Division D - Core/Licensed,Off-Price Retailer A,3670969.21,2818217.91,852751.3,621495,136,23.23
6,Division D - Core/Licensed,E-Commerce A,1015409.6,682861.58,332548.02,142207,41,32.75
6,Division D - Core/Licensed,National Retailer B,2973406.25,1964946.37,1008459.88,804263,94,33.92
6,Division D - Core/Licensed,Department Store E,635842.13,467873.5,167968.63,59269,26,26.42
6,Division D - Core/Licensed,Retailer 069,1127.25,715.85,411.4,119,8,36.5
6,Division D - Core/Licensed,National Retailer A,3330864.66,2457726.02,873138.64,861171,28,26.21
6,Division D - Core/Licensed,Specialty Retailer C,0.01,6.18,-6.17,1,1,-61700.0
6,Division E - Lifestyle,Department Store C,58824.07,27604.02,31220.05,10575,19,53.07
6,Division E - Lifestyle,Off-Price Retailer B,349332.83,271923.45,77409.38,94609,8,22.16
6,Division E - Lifestyle,Off-Price Retailer C,76296.25,51074.27,25221.98,6291,5,33.06
6,Division E - Lifestyle,Retailer 040,8888.87,6802.1,2086.77,2279,7,23.48
6,Division E - Lifestyle,Specialty Retailer D,34041.13,20363.68,13677.45,5432,8,40.18
6,Division E - Lifestyle,Value Retailer B,6920.81,4429.32,2491.49,1026,1,36.0
6,Division E - Lifestyle,Value Retailer A,20752.23,14584.74,6167.49,4099,4,29.72
6,Division E - Lifestyle,Department Store A,2920971.35,2420787.04,500184.31,799933,208,17.12
6,Division E - Lifestyle,Department Store B,340210.41,273313.66,66896.75,59931,130,19.66
6,Division E - Lifestyle,Brand Direct B,83430.16,61132.09,22298.07,20648,5,26.73
6,Division E - Lifestyle,Specialty Retailer A,249930.73,186259.7,63671.03,52771,18,25.48
6,Division E - Lifestyle,Off-Price Retailer A,269466.76,256414.05,13052.71,92562,55,4.84
6,Division E - Lifestyle,National Retailer B,1282871.32,1011611.86,271259.46,296569,54,21.14
6,Division E - Lifestyle,National Retailer A,3267644.23,2610406.21,657238.02,562498,67,20.11
6,Division E - Lifestyle,Specialty Retailer C,20.76,161.02,-140.26,115,40,-675.63
6,Division F - Specialty,Retailer 037,24950.86,13857.47,11093.39,2144,8,44.46
6,Division F - Specialty,Retailer 026,16632.78,16143.33,489.45,3414,15,2.94
6,Division F - Specialty,Retailer 071,5168.62,3532.46,1636.16,370,5,31.66
6,Division F - Specialty,Retailer 031,95108.58,65383.45,29725.13,11071,27,31.25
6,Division F - Specialty,Retailer 060,13524.25,8788.5,4735.75,919,17,35.02
6,Division F - Specialty,Retailer 042,91779.17,51946.5,39832.67,4804,15,43.4
6,Division F - Specialty,Retailer 027,86221.27,56688.36,29532.91,6726,7,34.25
6,Division F - Specialty,Retailer 064,9907.0,6028.55,3878.45,617,4,39.15
6,Division F - Specialty,Retailer 032,107084.64,71403.35,35681.29,9718,10,33.32
6,Division F - Specialty,Department Store D,13283.26,10568.06,2715.2,2624,48,20.44
6,Division F - Specialty,Retailer 034,39750.12,25321.31,14428.81,3538,3,36.3
6,Division F - Specialty,Retailer 047,26137.12,12522.27,13614.85,1649,21,52.09
6,Division F - Specialty,Specialty Retailer C,122570.16,74224.42,48345.74,5829,303,39.44
6,Division G - Sports,Specialty Retailer B,7582.66,4162.63,3420.03,1387,25,45.1
6,Division G - Sports,Retailer 063,13128.46,6487.56,6640.9,820,8,50.58
6,Division G - Sports,Retailer 041,41172.16,20314.74,20857.42,2227,16,50.66
6,Division G - Sports,Retailer 056,19816.23,8344.06,11472.17,773,2,57.89
6,Division G - Sports,Department Store D,1405.82,648.4,757.42,252,9,53.88
6,Division G - Sports,Specialty Retailer C,38023.81,15021.74,23002.07,2141,25,60.49
6,Division I - Digital,Retailer 021,174671.1,55629.99,119041.11,4331,817,68.15
7,Division A - Core/Licensed,Retailer 028,1793.52,943.55,849.97,283,1,47.39
7,Division A - Core/Licensed,Retailer 033,14185.88,10178.8,4007.08,3910,6,28.25
7,Division A - Core/Licensed,Department Store C,25477.65,15561.73,9915.92,4290,6,38.92
7,Division A - Core/Licensed,Retailer 067,1620.7,1117.65,503.05,404,2,31.04
